family,system,littera,popularName,quantityKind,placement,room_name,room_littera,storey,sensor_id,parent_device_id,latest_value,age_hours_at_probe,edgeStatus
Lindinvent,Lindinvent,LB83-5192-VFD101/8006,LB83-5192-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,2db8cea5-4734-4010-b344-960ee8d8e90f,376cb6c1-f278-4838-9de2-16eba561cbf0,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD101/8009,LB83-5192-VFD101 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,83f48b77-953a-41aa-bfd6-47c112e8e05d,376cb6c1-f278-4838-9de2-16eba561cbf0,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD101/9004,LB83-5192-VFD101 Opening,State,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,32fad6a6-d120-42a8-b1e8-cbe0800a6d69,376cb6c1-f278-4838-9de2-16eba561cbf0,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD101/9070,LB83-5192-VFD101 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,6abbf3a3-0f6a-4ed3-8d5d-902d427b861b,376cb6c1-f278-4838-9de2-16eba561cbf0,22.5,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD101/9090,LB83-5192-VFD101 CO2,CO2,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,208a7269-c2b7-4d4d-b0d1-51673ca3f081,376cb6c1-f278-4838-9de2-16eba561cbf0,482.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/-12,LB83-5192-VFD102 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,e25258b3-534a-4361-b975-d8c0341365a5,f5f334cb-64e1-4888-9772-d52cf7c55bd8,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/4151,LB83-5192-VFD102 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,f0878cb3-710c-4431-99f2-9429aa1ea1ce,f5f334cb-64e1-4888-9772-d52cf7c55bd8,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/4152,LB83-5192-VFD102 Presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,2771233d-ef3b-4bfb-8dba-1cf70fabd8b6,f5f334cb-64e1-4888-9772-d52cf7c55bd8,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/8006,LB83-5192-VFD102 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,f352518d-21ed-4d37-abb6-faf3009e1f59,f5f334cb-64e1-4888-9772-d52cf7c55bd8,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/8009,LB83-5192-VFD102 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,aeb4f3da-b351-4cb2-91fe-bb692afab2e7,f5f334cb-64e1-4888-9772-d52cf7c55bd8,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/9004,LB83-5192-VFD102 Opening,State,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,421608cb-ad42-4df6-aee5-dcce5cfbee7c,f5f334cb-64e1-4888-9772-d52cf7c55bd8,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/9070,LB83-5192-VFD102 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,2b14e039-e3b3-492d-8894-27280d8834c9,f5f334cb-64e1-4888-9772-d52cf7c55bd8,22.6,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD102/9090,LB83-5192-VFD102 CO2,CO2,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,696a64fa-921c-4483-8c8e-1ca5c24c2f40,f5f334cb-64e1-4888-9772-d52cf7c55bd8,483.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/-12,LB83-5192-VFD103 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,635a4ef4-0558-43d3-b69f-a1b72f49bc1a,63e1d692-b06d-4a27-b651-8b164d8ea705,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/4151,LB83-5192-VFD103 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,d502e55d-a74c-4065-842a-d14b2def71f2,63e1d692-b06d-4a27-b651-8b164d8ea705,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/4152,LB83-5192-VFD103 Presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,941345e0-a2f6-48d2-9403-cb0b7a6ebd3e,63e1d692-b06d-4a27-b651-8b164d8ea705,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/8006,LB83-5192-VFD103 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,fd33d99a-9b76-48a7-b509-6f33ab25743d,63e1d692-b06d-4a27-b651-8b164d8ea705,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/8009,LB83-5192-VFD103 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,fe81203e-f014-4a43-bfda-2807121337e2,63e1d692-b06d-4a27-b651-8b164d8ea705,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/9004,LB83-5192-VFD103 Opening,State,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,6983b4af-f4e3-426f-9c50-538568054e7b,63e1d692-b06d-4a27-b651-8b164d8ea705,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/9070,LB83-5192-VFD103 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,39d608ca-a38d-4ad3-9b33-c4b6791fcda0,63e1d692-b06d-4a27-b651-8b164d8ea705,22.6,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD103/9090,LB83-5192-VFD103 CO2,CO2,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,3680d03e-fe1b-48d6-95c8-42a362079afa,63e1d692-b06d-4a27-b651-8b164d8ea705,482.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/-12,LB83-5192-VFD104 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,da4af620-6d9e-4b81-b4ea-412d79f0ec32,fd760870-e27d-45c9-980e-56a6f734d716,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/4151,LB83-5192-VFD104 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,b1de2f23-92d8-459e-88db-99885a216b89,fd760870-e27d-45c9-980e-56a6f734d716,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/4152,LB83-5192-VFD104 Presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,8ed94aec-7973-4042-9440-a29502863731,fd760870-e27d-45c9-980e-56a6f734d716,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/8006,LB83-5192-VFD104 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,1c260954-cb02-4128-bdae-9ad9f3367c30,fd760870-e27d-45c9-980e-56a6f734d716,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/8009,LB83-5192-VFD104 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,af9a87ba-d516-4cf4-ac57-1d9ebb8a9910,fd760870-e27d-45c9-980e-56a6f734d716,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/9004,LB83-5192-VFD104 Opening,State,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,6ac704c0-bf3e-4c83-b75c-122295fb5a69,fd760870-e27d-45c9-980e-56a6f734d716,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/9070,LB83-5192-VFD104 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,b47e0643-24fd-4b41-ae84-c580f6ff9d43,fd760870-e27d-45c9-980e-56a6f734d716,21.9,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD104/9090,LB83-5192-VFD104 CO2,CO2,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,f3874a44-4886-47ab-9fd8-2011139a805e,fd760870-e27d-45c9-980e-56a6f734d716,480.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/-12,LB83-5192-VFD105 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,a96de3fd-8bb7-479f-94db-886d891a3126,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/4151,LB83-5192-VFD105 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,f6e189ed-4bde-411e-b646-90572a3e35e2,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/4152,LB83-5192-VFD105 Presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,b65ee21b-2eb1-4a57-9853-e053a6094883,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/8006,LB83-5192-VFD105 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,6e679e98-a444-496e-9e85-cc21d9487677,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/8009,LB83-5192-VFD105 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,407cc783-888c-4972-9230-7ddc2c94fe86,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/9004,LB83-5192-VFD105 Opening,State,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,9ad3f025-4840-4dba-a974-a964e7a6c7f7,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/9070,LB83-5192-VFD105 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,b8f58d80-db01-4f7e-8db0-9928175af244,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,21.9,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD105/9090,LB83-5192-VFD105 CO2,CO2,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,8d8b0d6f-cc61-4488-96fc-7f7b15e009a1,2cfc7a13-c08c-4bd2-9e0a-071ace3da78d,481.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/-12,LB83-5192-VFD106 Supply air flow,Flow,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,92964192-f290-4ff6-b8bd-1dbe4e06ebb9,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/4151,LB83-5192-VFD106 Local presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,e4f89f01-fd10-453c-a6d4-2ae5fabdee22,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/4152,LB83-5192-VFD106 Presence,Presence,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,122397bd-0b29-406d-aa76-6e5f36b8c268,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/8006,LB83-5192-VFD106 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,dbfb4ddf-c518-4eb0-9308-96a0e2069525,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/8009,LB83-5192-VFD106 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,319c394f-72c7-4086-9903-db7126ebbc63,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/9004,LB83-5192-VFD106 Opening,State,SupplyAir,ÖPPET KONTOR,5192,PLAN 8,e9ce9d81-ec62-485c-8e12-35ccd548389e,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/9070,LB83-5192-VFD106 Room temperature,Temperature,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,5c9dc3d4-d886-41ad-8b8a-ccba85ed2769,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,21.9,0.3,OK
Lindinvent,Lindinvent,LB83-5192-VFD106/9090,LB83-5192-VFD106 CO2,CO2,IndoorAir,ÖPPET KONTOR,5192,PLAN 8,c6c3c079-da20-42f6-8ee8-78093a1e7716,a5b24e69-5caa-4ce4-aec0-fd1a2ac8074c,478.0,0.3,OK
Lindinvent,Lindinvent,LB83-5193-HD101/8006,LB83-5193-HD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,FRD,5193,PLAN 8,9bb6dcdb-2703-4da1-8461-507efb667dbe,a4240de0-89d5-46ad-8137-14dc21c82d5b,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5193-HD101/9070,LB83-5193-HD101 Room temperature,Temperature,IndoorAir,FRD,5193,PLAN 8,fc5f5929-e02f-4587-84de-cef12f54353d,a4240de0-89d5-46ad-8137-14dc21c82d5b,22.2,0.3,OK
Lindinvent,Lindinvent,LB83-5193-TD401/4152,LB83-5193-TD401 Presence,Presence,IndoorAir,FRD,5193,PLAN 8,48b3c7b5-2635-45ce-9a5f-9156a0dbbc21,494815a5-68ba-4694-be5f-3bbc1dec504e,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5193-TD401/8006,LB83-5193-TD401 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,FRD,5193,PLAN 8,00c63d5c-a8de-4ac0-93fe-450e68a3de3f,494815a5-68ba-4694-be5f-3bbc1dec504e,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5193-TD401/9004,LB83-5193-TD401 Opening,State,SupplyAir,FRD,5193,PLAN 8,dcbedb2f-ea49-4a3f-81a5-d1705c45dee0,494815a5-68ba-4694-be5f-3bbc1dec504e,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5193-TD401/9070,LB83-5193-TD401 Room temperature,Temperature,IndoorAir,FRD,5193,PLAN 8,9fdd9c38-38b3-4ebb-90ab-d0363161d216,494815a5-68ba-4694-be5f-3bbc1dec504e,22.2,0.3,OK
Lindinvent,Lindinvent,LB83-5193-TD401/9073,LB83-5193-TD401 Local room temperature,Temperature,IndoorAir,FRD,5193,PLAN 8,ec43c9e3-b98e-4b67-8251-6cdf69876170,494815a5-68ba-4694-be5f-3bbc1dec504e,22.2,0.3,OK
Lindinvent,Lindinvent,LB83-5193-TD401/9084,LB83-5193-TD401 Local supply air flow,Flow,SupplyAir,FRD,5193,PLAN 8,43584f5c-ee02-4a5b-8f79-1c4daf574d76,494815a5-68ba-4694-be5f-3bbc1dec504e,4.0,0.3,OK
Lindinvent,Lindinvent,LB83-5194-TD401/4152,LB83-5194-TD401 Presence,Presence,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,c7f4b47c-9a77-495b-a025-c36891ac555b,29f671bb-62d8-48a0-bd27-740a23d4a5be,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5194-TD401/8006,LB83-5194-TD401 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,78138b37-4aa8-491b-980a-a59ac7ec2da6,29f671bb-62d8-48a0-bd27-740a23d4a5be,22.5,0.3,OK
Lindinvent,Lindinvent,LB83-5194-TD401/9004,LB83-5194-TD401 Opening,State,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,9579a23f-6c83-42e2-8c1a-27c89e99e1f4,29f671bb-62d8-48a0-bd27-740a23d4a5be,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5194-TD401/9070,LB83-5194-TD401 Room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,ad3b061a-e43f-4151-aa72-d016d6995d19,29f671bb-62d8-48a0-bd27-740a23d4a5be,22.1,0.3,OK
Lindinvent,Lindinvent,LB83-5194-TD401/9073,LB83-5194-TD401 Local room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,617707fb-4603-4bf7-88e5-28b467b770a2,29f671bb-62d8-48a0-bd27-740a23d4a5be,22.1,0.3,OK
Lindinvent,Lindinvent,LB83-5194-TD401/9084,LB83-5194-TD401 Local supply air flow,Flow,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,26fbdac9-f90d-4c0c-839a-a32e09927d16,29f671bb-62d8-48a0-bd27-740a23d4a5be,3.0,0.3,OK
Lindinvent,Lindinvent,LB83-5195-TD401/4152,LB83-5195-TD401 Presence,Presence,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,bc7844ed-8812-47ac-8568-33c0f03c53d4,9b111915-beae-4fe8-ae33-bc75d7ee9707,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5195-TD401/8006,LB83-5195-TD401 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,0ea2bb01-e5ed-44c6-8a6e-bad62cf0270f,9b111915-beae-4fe8-ae33-bc75d7ee9707,22.5,0.3,OK
Lindinvent,Lindinvent,LB83-5195-TD401/9004,LB83-5195-TD401 Opening,State,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,19474684-f0be-4145-be08-b7c1e44cbb19,9b111915-beae-4fe8-ae33-bc75d7ee9707,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5195-TD401/9070,LB83-5195-TD401 Room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,cc3d3dc6-224d-412f-9462-af34e2d26769,9b111915-beae-4fe8-ae33-bc75d7ee9707,21.8,0.3,OK
Lindinvent,Lindinvent,LB83-5195-TD401/9073,LB83-5195-TD401 Local room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,c53fcf45-9d1a-4cb2-9bfd-e0e1ce06d8b7,9b111915-beae-4fe8-ae33-bc75d7ee9707,21.8,0.3,OK
Lindinvent,Lindinvent,LB83-5195-TD401/9084,LB83-5195-TD401 Local supply air flow,Flow,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,8b91d031-6892-4fa8-8341-772b9cf4a837,9b111915-beae-4fe8-ae33-bc75d7ee9707,3.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-HD101/8006,LB83-5196-HD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,efab405a-41c2-4986-b48d-d141e4ed4fea,a9a8a147-326c-420c-88ea-57907adc9d98,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-HD101/9070,LB83-5196-HD101 Room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,89ac80e3-bb73-4a56-95c9-ac1d624d4869,a9a8a147-326c-420c-88ea-57907adc9d98,22.7,0.3,OK
Lindinvent,Lindinvent,LB83-5196-HD102/8006,LB83-5196-HD102 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,1835f2a0-1cdb-4fe0-9623-74eba419f3f4,2096fdcb-ed83-4ae6-adb4-38b72afd0c9c,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-HD102/9070,LB83-5196-HD102 Room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,6487a725-e970-4379-afab-996197c81cf9,2096fdcb-ed83-4ae6-adb4-38b72afd0c9c,22.7,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/-12,LB83-5196-VFD101 Supply air flow,Flow,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,a6e9eb14-0d1e-4586-b90d-a1abb18fc242,45914212-dd76-4780-a843-bfdd503fdf38,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/4151,LB83-5196-VFD101 Local presence,Presence,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,d6e5370f-52fd-47b2-987b-4ed1c63e7c9f,45914212-dd76-4780-a843-bfdd503fdf38,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/4152,LB83-5196-VFD101 Presence,Presence,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,96b6815d-de63-4e57-91ce-ce0b1d184c20,45914212-dd76-4780-a843-bfdd503fdf38,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/8006,LB83-5196-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,f5deec85-d5fc-4238-b937-d8d6f8486b59,45914212-dd76-4780-a843-bfdd503fdf38,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/8009,LB83-5196-VFD101 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,69dfded7-35fd-4c63-82f3-3c22583c8720,45914212-dd76-4780-a843-bfdd503fdf38,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/9004,LB83-5196-VFD101 Opening,State,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,5621cc6d-4173-42da-87b1-0c0a50c7a98c,45914212-dd76-4780-a843-bfdd503fdf38,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/9070,LB83-5196-VFD101 Room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,1c6da39d-b3c3-4f2d-9f17-b0de2c5ced6b,45914212-dd76-4780-a843-bfdd503fdf38,22.7,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD101/9090,LB83-5196-VFD101 CO2,CO2,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,23fbb5c5-4a08-48fe-9825-9bf1a4e0d431,45914212-dd76-4780-a843-bfdd503fdf38,481.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/-12,LB83-5196-VFD102 Supply air flow,Flow,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,2850397d-673f-4fb1-908e-899a7b50ad8d,1f32ad42-672e-4cf8-887f-ab3dff9abac6,1.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/4151,LB83-5196-VFD102 Local presence,Presence,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,8fbca83a-153d-4f53-9eac-cfac52d9a5fe,1f32ad42-672e-4cf8-887f-ab3dff9abac6,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/4152,LB83-5196-VFD102 Presence,Presence,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,82b5dd93-9e8c-4b36-b5d0-f07768ed0aec,1f32ad42-672e-4cf8-887f-ab3dff9abac6,0.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/8006,LB83-5196-VFD102 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,b2f5474c-e844-4cb7-bcff-5f8d1dbd4408,1f32ad42-672e-4cf8-887f-ab3dff9abac6,23.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/8009,LB83-5196-VFD102 CO2 setpoint,CapabilityTypeSetpoint,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,5d660659-965d-4580-ba28-3a5c9893faff,1f32ad42-672e-4cf8-887f-ab3dff9abac6,800.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/9004,LB83-5196-VFD102 Opening,State,SupplyAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,085351cb-0904-4b3d-a417-62dcb8052b70,1f32ad42-672e-4cf8-887f-ab3dff9abac6,16.0,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/9070,LB83-5196-VFD102 Room temperature,Temperature,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,9c9c5a2e-95a8-4f18-85ee-81f7d3001e0f,1f32ad42-672e-4cf8-887f-ab3dff9abac6,22.7,0.3,OK
Lindinvent,Lindinvent,LB83-5196-VFD102/9090,LB83-5196-VFD102 CO2,CO2,IndoorAir,Lindinvent unmapped — PLAN 8,LINDINVENT-UNMAPPED-PLAN-8,PLAN 8,a179eeda-794d-47d7-beec-85eb58f78db8,1f32ad42-672e-4cf8-887f-ab3dff9abac6,481.0,0.3,OK
Lindinvent,Lindinvent,LB91-6164-VFD101/-12,LB91-6164-VFD101 Supply air flow,Flow,SupplyAir,KONTOR,6164,PLAN 9,f565b488-f2fa-458b-b404-ef0d56ae7108,951a9eb6-3b06-460c-a709-7c1fc77057ce,33.0,0.3,OK
Lindinvent,Lindinvent,LB91-6164-VFD101/4151,LB91-6164-VFD101 Local presence,Presence,IndoorAir,KONTOR,6164,PLAN 9,9bfd33ad-6b41-434b-8f03-660d61ebb934,951a9eb6-3b06-460c-a709-7c1fc77057ce,0.0,0.3,OK
Lindinvent,Lindinvent,LB91-6164-VFD101/4152,LB91-6164-VFD101 Presence,Presence,IndoorAir,KONTOR,6164,PLAN 9,2057514a-dc3f-488a-b578-97e488b2d906,951a9eb6-3b06-460c-a709-7c1fc77057ce,0.0,0.3,OK
Lindinvent,Lindinvent,LB91-6164-VFD101/8006,LB91-6164-VFD101 Room temperature setpoint,CapabilityTypeSetpoint,IndoorAir,KONTOR,6164,PLAN 9,58ab3f58-d172-4254-8094-629d873b622e,951a9eb6-3b06-460c-a709-7c1fc77057ce,21.0,0.3,OK
